From	Entry	Entry Name	Gene Names
9606.ENSP00000350364	Q7Z3B1	NEGR1_HUMAN	NEGR1 IGLON4 UNQ2433/PRO4993
9606.ENSP00000350377	Q6DN12	MCTP2_HUMAN	MCTP2
9606.ENSP00000350402	Q9UM44	HHLA2_HUMAN	HHLA2
9606.ENSP00000350547	O95754	SEM4F_HUMAN	SEMA4F SEMAM SEMAW
9606.ENSP00000350630	Q9Y6L7	TLL2_HUMAN	TLL2 KIAA0932
9606.ENSP00000350673	P58499	FAM3B_HUMAN	FAM3B C21orf11 C21orf76 PRED44 UNQ320/PRO365
9606.ENSP00000350686	Q86XL3	ANKL2_HUMAN	ANKLE2 KIAA0692 LEM4
9606.ENSP00000350704	Q9NX04	CA109_HUMAN	C1orf109
9606.ENSP00000350708	P54727	RD23B_HUMAN	RAD23B
9606.ENSP00000350719	Q8WXH0	SYNE2_HUMAN	SYNE2 KIAA1011 NUA
9606.ENSP00000350757	P60983	GMFB_HUMAN	GMFB
9606.ENSP00000350815	P08235	MCR_HUMAN	NR3C2 MCR MLR
9606.ENSP00000350833	Q15777	MPPD2_HUMAN	MPPED2 C11orf8 FAM1B
9606.ENSP00000350844	Q02548	PAX5_HUMAN	PAX5
9606.ENSP00000350896	P54760	EPHB4_HUMAN	EPHB4 HTK MYK1 TYRO11
9606.ENSP00000350928	Q99259	DCE1_HUMAN	GAD1 GAD GAD67
9606.ENSP00000351035	Q8NBQ5	DHB11_HUMAN	HSD17B11 DHRS8 PAN1B SDR16C2 PSEC0029 UNQ207/PRO233
9606.ENSP00000351059	P49238	CX3C1_HUMAN	CX3CR1 CMKBRL1 GPR13
9606.ENSP00000351075	Q9UGT4	SUSD2_HUMAN	SUSD2
9606.ENSP00000351108	Q99729	ROAA_HUMAN	HNRNPAB ABBP1 HNRPAB
9606.ENSP00000351113	O94915	FRYL_HUMAN	FRYL AF4P12 KIAA0826
9606.ENSP00000351155	Q8WXF7	ATLA1_HUMAN	ATL1 GBP3 SPG3A
9606.ENSP00000351209	P29317	EPHA2_HUMAN	EPHA2 ECK
9606.ENSP00000351273	Q14790	CASP8_HUMAN	CASP8 MCH5
9606.ENSP00000351284	P43351	RAD52_HUMAN	RAD52
9606.ENSP00000351338	O43157	PLXB1_HUMAN	PLXNB1 KIAA0407 PLXN5 SEP
9606.ENSP00000351342	P54829	PTN5_HUMAN	PTPN5
9606.ENSP00000351416	O75179	ANR17_HUMAN	ANKRD17 GTAR KIAA0697
9606.ENSP00000351475	Q96RG2	PASK_HUMAN	PASK KIAA0135
9606.ENSP00000351484	Q9UQQ1	NALDL_HUMAN	NAALADL1 NAALADASEL NAALADL
9606.ENSP00000351497	P31994	FCG2B_HUMAN	FCGR2B CD32 FCG2 IGFR2
9606.ENSP00000351524	P42694	HELZ_HUMAN	HELZ DRHC KIAA0054
9606.ENSP00000351596	Q6PGP7	SKI3_HUMAN	SKIC3 KIAA0372 TTC37
9606.ENSP00000351614	O14994	SYN3_HUMAN	SYN3
9606.ENSP00000351642	Q8TDM0	BCAS4_HUMAN	BCAS4
9606.ENSP00000351646	P31948	STIP1_HUMAN	STIP1
9606.ENSP00000351664	Q8TDZ2	MICA1_HUMAN	MICAL1 MICAL NICAL
9606.ENSP00000351671	P78556	CCL20_HUMAN	CCL20 LARC MIP3A SCYA20
9606.ENSP00000351740	Q8IWE2	NXP20_HUMAN	FAM114A1 NOXP20
9606.ENSP00000351742	P19484	TFEB_HUMAN	TFEB BHLHE35
9606.ENSP00000351767	Q9P218	COKA1_HUMAN	COL20A1 KIAA1510
9606.ENSP00000351770	B1AJZ9	FHAD1_HUMAN	FHAD1 KIAA1937
9606.ENSP00000351777	P55072	TERA_HUMAN	VCP
9606.ENSP00000351811	Q6P2E9	EDC4_HUMAN	EDC4 HEDLS
9606.ENSP00000351905	P37173	TGFR2_HUMAN	TGFBR2
9606.ENSP00000351926	O95782	AP2A1_HUMAN	AP2A1 ADTAA CLAPA1
9606.ENSP00000351957	Q14432	PDE3A_HUMAN	PDE3A
9606.ENSP00000351990	Q13564	ULA1_HUMAN	NAE1 APPBP1 HPP1
9606.ENSP00000352035	O43526	KCNQ2_HUMAN	KCNQ2
9606.ENSP00000352039	Q7RTR2	NLRC3_HUMAN	NLRC3 NOD3
9606.ENSP00000352071	Q86VB7	C163A_HUMAN	CD163 M130
9606.ENSP00000352121	P48736	PK3CG_HUMAN	PIK3CG
9606.ENSP00000352163	Q6UXB3	LYPD2_HUMAN	LYPD2 LYPDC2 UNQ430/PRO788
9606.ENSP00000352208	Q9NZM1	MYOF_HUMAN	MYOF FER1L3 KIAA1207
9606.ENSP00000352257	P12956	XRCC6_HUMAN	XRCC6 G22P1
9606.ENSP00000352264	Q9Y5K6	CD2AP_HUMAN	CD2AP
9606.ENSP00000352271	O43543	XRCC2_HUMAN	XRCC2
9606.ENSP00000352400	P35658	NU214_HUMAN	NUP214 CAIN CAN KIAA0023
9606.ENSP00000352413	Q7Z5M5	TMC3_HUMAN	TMC3
9606.ENSP00000352420	O15165	LRAD4_HUMAN	LDLRAD4 C18orf1
9606.ENSP00000352438	Q15366	PCBP2_HUMAN	PCBP2
9606.ENSP00000352463	Q9UGU0	TCF20_HUMAN	TCF20 KIAA0292 SPBP
9606.ENSP00000352522	Q9UI12	VATH_HUMAN	ATP6V1H CGI-11
9606.ENSP00000352544	Q6PUV4	CPLX2_HUMAN	CPLX2
9606.ENSP00000352561	P30988	CALCR_HUMAN	CALCR
9606.ENSP00000352584	O60218	AK1BA_HUMAN	AKR1B10 AKR1B11
9606.ENSP00000352606	Q96S86	HPLN3_HUMAN	HAPLN3 EXLD1 UNQ238/PRO271
9606.ENSP00000352608	P21817	RYR1_HUMAN	RYR1 RYDR
9606.ENSP00000352706	Q6NVY1	HIBCH_HUMAN	HIBCH
9606.ENSP00000352738	Q9UN86	G3BP2_HUMAN	G3BP2 KIAA0660
9606.ENSP00000352821	Q8IZN3	ZDH14_HUMAN	ZDHHC14
9606.ENSP00000352833	Q9Y2R2	PTN22_HUMAN	PTPN22 PTPN8
9606.ENSP00000352834	O00159	MYO1C_HUMAN	MYO1C
9606.ENSP00000352882	Q9HCM2	PLXA4_HUMAN	PLXNA4 KIAA1550 PLXNA4A PLXNA4B UNQ2820/PRO34003
9606.ENSP00000352926	Q15561	TEAD4_HUMAN	TEAD4 RTEF1 TCF13L1 TEF3
9606.ENSP00000352927	Q9Y4B5	MTCL1_HUMAN	MTCL1 CCDC165 KIAA0802 SOGA2
9606.ENSP00000352962	Q6T4P5	PLPR3_HUMAN	PLPPR3 LPPR3 PHP2 PRG2
9606.ENSP00000352976	Q86W34	AMZ2_HUMAN	AMZ2 BM-014
9606.ENSP00000353007	Q8IWU5	SULF2_HUMAN	SULF2 KIAA1247 UNQ559/PRO1120
9606.ENSP00000353025	Q92520	FAM3C_HUMAN	FAM3C ILEI GS3786
9606.ENSP00000353030	P10586	PTPRF_HUMAN	PTPRF LAR
9606.ENSP00000353032	Q99571	P2RX4_HUMAN	P2RX4
9606.ENSP00000353098	Q9BTE3	MCMBP_HUMAN	MCMBP C10orf119
9606.ENSP00000353099	P01911	DRB1_HUMAN	HLA-DRB1
9606.ENSP00000353129	Q6ZWB6	KCTD8_HUMAN	KCTD8
9606.ENSP00000353132	Q8NFW5	DMBX1_HUMAN	DMBX1 MBX OTX3 PAXB
9606.ENSP00000353165	Q9H3S4	TPK1_HUMAN	TPK1
9606.ENSP00000353224	P02786	TFR1_HUMAN	TFRC
9606.ENSP00000353362	O00555	CAC1A_HUMAN	CACNA1A CACH4 CACN3 CACNL1A4
9606.ENSP00000353377	Q68D86	C102B_HUMAN	CCDC102B C18orf14
9606.ENSP00000353401	P39880	CUX1_HUMAN	CUX1 CUTL1
9606.ENSP00000353408	P26038	MOES_HUMAN	MSN
9606.ENSP00000353414	Q01814	AT2B2_HUMAN	ATP2B2 PMCA2
9606.ENSP00000353444	P61020	RAB5B_HUMAN	RAB5B
9606.ENSP00000353458	Q9NRL2	BAZ1A_HUMAN	BAZ1A ACF1 WCRF180 HSPC317
9606.ENSP00000353508	P11137	MTAP2_HUMAN	MAP2
9606.ENSP00000353549	Q13042	CDC16_HUMAN	CDC16 ANAPC6
9606.ENSP00000353575	Q9NR50	EI2BG_HUMAN	EIF2B3
9606.ENSP00000353608	Q14574	DSC3_HUMAN	DSC3 CDHF3 DSC4
9606.ENSP00000353654	P08572	CO4A2_HUMAN	COL4A2
9606.ENSP00000353670	Q6ZMY3	SPOC1_HUMAN	SPOCD1
9606.ENSP00000353701	Q9NY33	DPP3_HUMAN	DPP3
9606.ENSP00000353720	P23141	EST1_HUMAN	CES1 CES2 SES1
9606.ENSP00000353731	P27487	DPP4_HUMAN	DPP4 ADCP2 CD26
9606.ENSP00000353739	Q96MG8	PCMD1_HUMAN	PCMTD1
9606.ENSP00000353741	P62495	ERF1_HUMAN	ETF1 ERF1 RF1 SUP45L1
9606.ENSP00000353770	P31350	RIR2_HUMAN	RRM2 RR2
9606.ENSP00000353820	P10635	CP2D6_HUMAN	CYP2D6 CYP2DL1
9606.ENSP00000353826	P36776	LONM_HUMAN	LONP1 PRSS15
9606.ENSP00000353850	O14713	ITBP1_HUMAN	ITGB1BP1 ICAP1
9606.ENSP00000354040	Q9BZE4	GTPB4_HUMAN	GTPBP4 CRFG NOG1
9606.ENSP00000354061	Q6P3W7	SCYL2_HUMAN	SCYL2 CVAK104 KIAA1360
9606.ENSP00000354080	Q8IWY4	SCUB1_HUMAN	SCUBE1
9606.ENSP00000354111	Q9H3Z4	DNJC5_HUMAN	DNAJC5 CLN4
9606.ENSP00000354125	P55884	EIF3B_HUMAN	EIF3B EIF3S9
9606.ENSP00000354152	Q2M296	MTHSD_HUMAN	MTHFSD
9606.ENSP00000354207	Q16288	NTRK3_HUMAN	NTRK3 TRKC
9606.ENSP00000354213	Q9Y662	HS3SB_HUMAN	HS3ST3B1 3OST3B1 HS3ST3B
9606.ENSP00000354227	Q8N6T0	TO6BL_HUMAN	TOP6BL C11orf80
9606.ENSP00000354251	Q9Y2A7	NCKP1_HUMAN	NCKAP1 HEM2 KIAA0587 NAP1
9606.ENSP00000354335	Q2M385	MPEG1_HUMAN	MPEG1
9606.ENSP00000354346	P43243	MATR3_HUMAN	MATR3 KIAA0723
9606.ENSP00000354360	Q9Y6N6	LAMC3_HUMAN	LAMC3
9606.ENSP00000354394	P42224	STAT1_HUMAN	STAT1
9606.ENSP00000354398	Q15438	CYH1_HUMAN	CYTH1 D17S811E PSCD1
9606.ENSP00000354468	P00387	NB5R3_HUMAN	CYB5R3 DIA1
9606.ENSP00000354487	P37275	ZEB1_HUMAN	ZEB1 AREB6 TCF8
9606.ENSP00000354499	P00395	COX1_HUMAN	MT-CO1 COI COXI MTCO1
9606.ENSP00000354511	P21964	COMT_HUMAN	COMT
9606.ENSP00000354522	P11387	TOP1_HUMAN	TOP1
9606.ENSP00000354525	Q96A35	RM24_HUMAN	MRPL24
9606.ENSP00000354554	P00156	CYB_HUMAN	MT-CYB COB CYTB MTCYB
9606.ENSP00000354558	P42345	MTOR_HUMAN	MTOR FRAP FRAP1 FRAP2 RAFT1 RAPT1
9606.ENSP00000354560	Q92845	KIFA3_HUMAN	KIFAP3 KIF3AP SMAP
9606.ENSP00000354566	P07766	CD3E_HUMAN	CD3E T3E
9606.ENSP00000354571	Q9H920	RN121_HUMAN	RNF121
9606.ENSP00000354573	Q9UPN3	MACF1_HUMAN	MACF1 ABP620 ACF7 KIAA0465 KIAA0754 KIAA1251
9606.ENSP00000354580	Q7Z2W9	RM21_HUMAN	MRPL21
9606.ENSP00000354677	Q96SL4	GPX7_HUMAN	GPX7 GPX6 UNQ469/PRO828
9606.ENSP00000354687	P03886	NU1M_HUMAN	MT-ND1 MTND1 NADH1 ND1
9606.ENSP00000354691	Q96RD9	FCRL5_HUMAN	FCRL5 FCRH5 IRTA2 UNQ503/PRO820
9606.ENSP00000354718	Q12802	AKP13_HUMAN	AKAP13 BRX HT31 LBC
9606.ENSP00000354720	Q9UQE7	SMC3_HUMAN	SMC3 BAM BMH CSPG6 SMC3L1
9606.ENSP00000354724	Q3KNV8	PCGF3_HUMAN	PCGF3 RNF3 RNF3A
9606.ENSP00000354739	P30050	RL12_HUMAN	RPL12
9606.ENSP00000354742	Q96P70	IPO9_HUMAN	IPO9 IMP9 KIAA1192 RANBP9 HSPC273
9606.ENSP00000354778	Q9UHC6	CNTP2_HUMAN	CNTNAP2 CASPR2 KIAA0868
9606.ENSP00000354782	P20963	CD3Z_HUMAN	CD247 CD3Z T3Z TCRZ
9606.ENSP00000354794	Q96K83	ZN521_HUMAN	ZNF521 EHZF LIP3
9606.ENSP00000354822	Q6GPH4	XAF1_HUMAN	XAF1 BIRC4BP XIAPAF1
9606.ENSP00000354826	Q05682	CALD1_HUMAN	CALD1 CAD CDM
9606.ENSP00000354829	Q86VZ5	SMS1_HUMAN	SGMS1 MOB SMS1 TMEM23
9606.ENSP00000354842	O94900	TOX_HUMAN	TOX KIAA0808
9606.ENSP00000354859	P14416	DRD2_HUMAN	DRD2
9606.ENSP00000354876	P00403	COX2_HUMAN	MT-CO2 COII COX2 COXII MTCO2
9606.ENSP00000354878	Q7Z4S6	KI21A_HUMAN	KIF21A KIAA1708 KIF2
9606.ENSP00000354901	Q07325	CXCL9_HUMAN	CXCL9 CMK MIG SCYB9
9606.ENSP00000354916	Q9UNH5	CC14A_HUMAN	CDC14A
9606.ENSP00000354960	Q8IYK4	GT252_HUMAN	COLGALT2 C1orf17 GLT25D2 KIAA0584
9606.ENSP00000354991	Q86TB3	ALPK2_HUMAN	ALPK2 HAK
9606.ENSP00000355011	Q12905	ILF2_HUMAN	ILF2 NF45 PRO3063
9606.ENSP00000355045	Q9Y4F4	TGRM1_HUMAN	TOGARAM1 FAM179B KIAA0423
9606.ENSP00000355050	Q8WYA6	CTBL1_HUMAN	CTNNBL1 C20orf33 PP8304
9606.ENSP00000355060	Q9HCE6	ARGAL_HUMAN	ARHGEF10L GRINCHGEF KIAA1626
9606.ENSP00000355086	Q6PI48	SYDM_HUMAN	DARS2
9606.ENSP00000355124	P08727	K1C19_HUMAN	KRT19
9606.ENSP00000355180	P12109	CO6A1_HUMAN	COL6A1
9606.ENSP00000355187	Q86VH5	LRRT3_HUMAN	LRRTM3 UNQ803/PRO1693
9606.ENSP00000355192	Q13698	CAC1S_HUMAN	CACNA1S CACH1 CACN1 CACNL1A3
9606.ENSP00000355205	Q9ULG1	INO80_HUMAN	INO80 INO80A INOC1 KIAA1259
9606.ENSP00000355245	P55771	PAX9_HUMAN	PAX9
9606.ENSP00000355260	Q8TAE6	PP14C_HUMAN	PPP1R14C KEPI
9606.ENSP00000355315	P62891	RL39_HUMAN	RPL39
9606.ENSP00000355316	Q14832	GRM3_HUMAN	GRM3 GPRC1C MGLUR3
9606.ENSP00000355330	P21980	TGM2_HUMAN	TGM2
9606.ENSP00000355377	O95154	ARK73_HUMAN	AKR7A3 AFAR2
9606.ENSP00000355465	Q8WYP5	ELYS_HUMAN	AHCTF1 ELYS TMBS62 MSTP108
9606.ENSP00000355467	Q8NBX0	SCPDL_HUMAN	SCCPDH CGI-49
9606.ENSP00000355470	Q6PJW8	CNST_HUMAN	CNST C1orf71
9606.ENSP00000355510	B1ANS9	WDR64_HUMAN	WDR64
9606.ENSP00000355517	O15229	KMO_HUMAN	KMO
9606.ENSP00000355533	Q92736	RYR2_HUMAN	RYR2
9606.ENSP00000355566	Q15388	TOM20_HUMAN	TOMM20 KIAA0016
9606.ENSP00000355593	Q9NRI5	DISC1_HUMAN	DISC1 KIAA0457
9606.ENSP00000355601	Q9GZT9	EGLN1_HUMAN	EGLN1 C1orf12 PNAS-118 PNAS-137
9606.ENSP00000355627	P01019	ANGT_HUMAN	AGT SERPINA8
9606.ENSP00000355629	Q14746	COG2_HUMAN	COG2 LDLC
9606.ENSP00000355645	P68133	ACTS_HUMAN	ACTA1 ACTA
9606.ENSP00000355658	Q9Y577	TRI17_HUMAN	TRIM17 RBCC RNF16 TERF
9606.ENSP00000355672	Q5T440	CAF17_HUMAN	IBA57 C1orf69
9606.ENSP00000355718	O00548	DLL1_HUMAN	DLL1 UNQ146/PRO172
9606.ENSP00000355736	Q8IZS6	DYLT2_HUMAN	DYNLT2 TCTE3 TCTEX1D3
9606.ENSP00000355751	P35442	TSP2_HUMAN	THBS2 TSP2
9606.ENSP00000355777	Q9H3P7	GCP60_HUMAN	ACBD3 GCP60 GOCAP1 GOLPH1
9606.ENSP00000355809	Q8N8S7	ENAH_HUMAN	ENAH MENA
9606.ENSP00000355889	Q9NSE4	SYIM_HUMAN	IARS2
9606.ENSP00000355890	P07814	SYEP_HUMAN	EPRS1 EPRS GLNS PARS QARS QPRS PIG32
9606.ENSP00000355895	Q5VWZ2	LYPL1_HUMAN	LYPLAL1
9606.ENSP00000355923	Q15678	PTN14_HUMAN	PTPN14 PEZ PTPD2
9606.ENSP00000355925	Q92786	PROX1_HUMAN	PROX1
9606.ENSP00000355930	O15245	S22A1_HUMAN	SLC22A1 OCT1
9606.ENSP00000355968	Q9Y6M5	ZNT1_HUMAN	SLC30A1 ZNT1
9606.ENSP00000355969	Q7Z3Z2	RD3_HUMAN	RD3 C1orf36
9606.ENSP00000355988	O14896	IRF6_HUMAN	IRF6
9606.ENSP00000355991	Q9Y228	T3JAM_HUMAN	TRAF3IP3 T3JAM
9606.ENSP00000356000	O75051	PLXA2_HUMAN	PLXNA2 KIAA0463 OCT PLXN2 UNQ209/PRO235
9606.ENSP00000356024	P20023	CR2_HUMAN	CR2 C3DR
9606.ENSP00000356033	Q8N103	TAGAP_HUMAN	TAGAP TAGAP1 FKSG15
9606.ENSP00000356042	P15311	EZRI_HUMAN	EZR VIL2
9606.ENSP00000356076	O43781	DYRK3_HUMAN	DYRK3
9606.ENSP00000356104	Q6GTS8	P20D1_HUMAN	PM20D1
9606.ENSP00000356130	Q6XUX3	DUSTY_HUMAN	DSTYK KIAA0472 RIP5 RIPK5 SGK496 HDCMD38P
9606.ENSP00000356156	Q5SWA1	PR15B_HUMAN	PPP1R15B
9606.ENSP00000356198	Q13231	CHIT1_HUMAN	CHIT1
9606.ENSP00000356224	Q8NF91	SYNE1_HUMAN	SYNE1 C6orf98 KIAA0796 KIAA1262 KIAA1756 MYNE1
9606.ENSP00000356236	Q8N9I0	SYT2_HUMAN	SYT2
9606.ENSP00000356247	Q9HBX8	LGR6_HUMAN	LGR6 UNQ6427/PRO21331 VTS20631
9606.ENSP00000356265	Q8NEY1	NAV1_HUMAN	NAV1 KIAA1151 KIAA1213 POMFIL3 STEERIN1
9606.ENSP00000356275	P21291	CSRP1_HUMAN	CSRP1 CSRP CYRP
9606.ENSP00000356297	Q9ULL1	PKHG1_HUMAN	PLEKHG1 KIAA1209
9606.ENSP00000356301	Q9P0T7	TMEM9_HUMAN	TMEM9 DERP4 TMEM9A HSPC186 PSEC0012 UNQ631/PRO1248
9606.ENSP00000356354	P22061	PIMT_HUMAN	PCMT1
9606.ENSP00000356355	Q8TDX7	NEK7_HUMAN	NEK7
9606.ENSP00000356399	P08603	CFAH_HUMAN	CFH HF HF1 HF2
9606.ENSP00000356429	Q08116	RGS1_HUMAN	RGS1 1R20 BL34 IER1
9606.ENSP00000356430	Q9NS28	RGS18_HUMAN	RGS18 RGS13
9606.ENSP00000356432	Q76B58	BRNP3_HUMAN	BRINP3 DBCCR1L DBCCR1L1 FAM5C
9606.ENSP00000356436	P47712	PA24A_HUMAN	PLA2G4A CPLA2 PLA2G4
9606.ENSP00000356437	O94885	SASH1_HUMAN	SASH1 KIAA0790 PEPE1
9606.ENSP00000356448	P12270	TPR_HUMAN	TPR
9606.ENSP00000356505	P19878	NCF2_HUMAN	NCF2 NOXA2 P67PHOX
9606.ENSP00000356515	P46939	UTRN_HUMAN	UTRN DMDL DRP1
9606.ENSP00000356520	Q08211	DHX9_HUMAN	DHX9 DDX9 LKP NDH2
9606.ENSP00000356529	O15492	RGS16_HUMAN	RGS16 RGSR
9606.ENSP00000356536	Q5T9Z0	TEDM1_HUMAN	TEDDM1 HE9
9606.ENSP00000356540	O75558	STX11_HUMAN	STX11
9606.ENSP00000356545	Q15878	CAC1E_HUMAN	CACNA1E CACH6 CACNL1A6
9606.ENSP00000356548	Q96GA3	LTV1_HUMAN	LTV1 C6orf93
9606.ENSP00000356575	P31629	ZEP2_HUMAN	HIVEP2
9606.ENSP00000356591	P35610	SOAT1_HUMAN	SOAT1 ACACT ACACT1 ACAT ACAT1 SOAT STAT
9606.ENSP00000356646	Q92752	TENR_HUMAN	TNR
9606.ENSP00000356694	P48023	TNFL6_HUMAN	FASLG APT1LG1 CD95L FASL TNFSF6
9606.ENSP00000356705	Q9UQ16	DYN3_HUMAN	DNM3 KIAA0820
9606.ENSP00000356723	P31512	FMO4_HUMAN	FMO4 FMO2
9606.ENSP00000356771	P12259	FA5_HUMAN	F5
9606.ENSP00000356790	P05026	AT1B1_HUMAN	ATP1B1 ATP1B
9606.ENSP00000356792	P47992	XCL1_HUMAN	XCL1 LTN SCYC1
9606.ENSP00000356793	Q9UBD3	XCL2_HUMAN	XCL2 SCYC2
9606.ENSP00000356811	Q9Y450	HBS1L_HUMAN	HBS1L HBS1 KIAA1038
9606.ENSP00000356832	O00141	SGK1_HUMAN	SGK1 SGK
9606.ENSP00000356842	Q99795	GPA33_HUMAN	GPA33
9606.ENSP00000356864	O14880	MGST3_HUMAN	MGST3
9606.ENSP00000356899	Q16832	DDR2_HUMAN	DDR2 NTRKR3 TKT TYRO10
9606.ENSP00000356906	O14796	SH21B_HUMAN	SH2D1B EAT2
9606.ENSP00000356917	Q68BL8	OLM2B_HUMAN	OLFML2B
9606.ENSP00000356918	O15400	STX7_HUMAN	STX7
9606.ENSP00000356925	Q6BAA4	FCRLB_HUMAN	FCRLB FCRL2 FCRLM2 FCRY FREB2
9606.ENSP00000356936	Q7L513	FCRLA_HUMAN	FCRLA FCRL FCRL1 FCRLM1 FCRX FREB UNQ291/PRO329
9606.ENSP00000356940	Q6UVY6	MOXD1_HUMAN	MOXD1 MOX UNQ2493/PRO5780
9606.ENSP00000356953	Q99643	C560_HUMAN	SDHC CYB560 SDH3
9606.ENSP00000356972	O75306	NDUS2_HUMAN	NDUFS2
9606.ENSP00000356978	P50336	PPOX_HUMAN	PPOX
9606.ENSP00000356989	Q9UHV9	PFD2_HUMAN	PFDN2 PFD2 HSPC231
9606.ENSP00000356992	Q7Z6I6	RHG30_HUMAN	ARHGAP30
9606.ENSP00000357012	Q9BZW8	CD244_HUMAN	CD244 2B4
9606.ENSP00000357022	Q9NQ25	SLAF7_HUMAN	SLAMF7 CS1 UNQ576/PRO1138
9606.ENSP00000357036	Q96DU3	SLAF6_HUMAN	SLAMF6 KALI UNQ6123/PRO20080
9606.ENSP00000357048	P53621	COPA_HUMAN	COPA
9606.ENSP00000357057	P31415	CASQ1_HUMAN	CASQ1 CASQ
9606.ENSP00000357067	Q92806	KCNJ9_HUMAN	KCNJ9 GIRK3
9606.ENSP00000357068	P78508	KCJ10_HUMAN	KCNJ10
9606.ENSP00000357072	Q96A28	SLAF9_HUMAN	SLAMF9 CD2F10 UNQ1938/PRO4421
9606.ENSP00000357073	Q9P2J2	TUTLA_HUMAN	IGSF9 IGSF9A KIAA1355 NRT1
9606.ENSP00000357076	P37802	TAGL2_HUMAN	TAGLN2 KIAA0120 CDABP0035
9606.ENSP00000357079	Q9UL16	CFA45_HUMAN	CFAP45 CCDC19 NESG1
9606.ENSP00000357112	O14862	AIM2_HUMAN	AIM2
9606.ENSP00000357113	Q16666	IF16_HUMAN	IFI16 IFNGIP1
9606.ENSP00000357122	Q6K0P9	IFIX_HUMAN	PYHIN1 IFIX
9606.ENSP00000357123	P41218	MNDA_HUMAN	MNDA
9606.ENSP00000357149	P15812	CD1E_HUMAN	CD1E
9606.ENSP00000357152	P29017	CD1C_HUMAN	CD1C
9606.ENSP00000357153	P15813	CD1D_HUMAN	CD1D
9606.ENSP00000357167	Q96P31	FCRL3_HUMAN	FCRL3 FCRH3 IFGP3 IRTA3 SPAP2
9606.ENSP00000357177	O15085	ARHGB_HUMAN	ARHGEF11 KIAA0380
9606.ENSP00000357196	Q15262	PTPRK_HUMAN	PTPRK PTPK
9606.ENSP00000357206	P48681	NEST_HUMAN	NES Nbla00170
9606.ENSP00000357231	Q8N1K5	THMS1_HUMAN	THEMIS C6orf190 C6orf207
9606.ENSP00000357259	Q6P1K2	PMF1_HUMAN	PMF1
9606.ENSP00000357283	P02545	LMNA_HUMAN	LMNA LMN1
9606.ENSP00000357288	Q9Y2Q5	LTOR2_HUMAN	LAMTOR2 MAPBPIP ROBLD3 HSPC003
9606.ENSP00000357304	Q7Z7F0	KHDC4_HUMAN	KHDC4 BLOM7 KIAA0907 SNORA80EHG
9606.ENSP00000357348	Q9UBP5	HEY2_HUMAN	HEY2 BHLHB32 CHF1 GRL HERP HERP1 HRT2
9606.ENSP00000357362	P49746	TSP3_HUMAN	THBS3 TSP3
9606.ENSP00000357392	P20827	EFNA1_HUMAN	EFNA1 EPLG1 LERK1 TNFAIP4
9606.ENSP00000357448	Q96AQ6	PBIP1_HUMAN	PBXIP1 HPIP
9606.ENSP00000357452	Q15126	PMVK_HUMAN	PMVK PMKI
9606.ENSP00000357459	P55265	DSRAD_HUMAN	ADAR ADAR1 DSRAD G1P1 IFI4
9606.ENSP00000357461	P17787	ACHB2_HUMAN	CHRNB2
9606.ENSP00000357470	P08887	IL6RA_HUMAN	IL6R
9606.ENSP00000357475	P98198	AT8B2_HUMAN	ATP8B2 ATPID KIAA1137
9606.ENSP00000357516	P06753	TPM3_HUMAN	TPM3
9606.ENSP00000357535	P30084	ECHM_HUMAN	ECHS1
9606.ENSP00000357547	Q5VU65	P210L_HUMAN	NUP210L
9606.ENSP00000357555	P42677	RS27_HUMAN	RPS27 MPS1
9606.ENSP00000357581	Q9C056	NKX62_HUMAN	NKX6-2 GTX NKX6B
9606.ENSP00000357583	Q14642	I5P1_HUMAN	INPP5A 5PTASE
9606.ENSP00000357603	Q9C0I9	LRC27_HUMAN	LRRC27 KIAA1674
9606.ENSP00000357633	O76003	GLRX3_HUMAN	GLRX3 PICOT TXNL2 HUSSY-22
9606.ENSP00000357668	O43184	ADA12_HUMAN	ADAM12 MLTN UNQ346/PRO545
9606.ENSP00000357705	P26447	S10A4_HUMAN	S100A4 CAPL MTS1
9606.ENSP00000357722	P05109	S10A8_HUMAN	S100A8 CAGA CFAG MRP8
9606.ENSP00000357726	P80511	S10AC_HUMAN	S100A12
9606.ENSP00000357727	P06702	S10A9_HUMAN	S100A9 CAGB CFAG MRP14
9606.ENSP00000357823	Q9BYD2	RM09_HUMAN	MRPL9
9606.ENSP00000357836	Q96L92	SNX27_HUMAN	SNX27 KIAA0488 My014
9606.ENSP00000357838	P04181	OAT_HUMAN	OAT
9606.ENSP00000357879	P55036	PSMD4_HUMAN	PSMD4 MCB1
9606.ENSP00000357980	Q92743	HTRA1_HUMAN	HTRA1 HTRA PRSS11
9606.ENSP00000357981	P25774	CATS_HUMAN	CTSS
9606.ENSP00000357986	Q9HB21	PKHA1_HUMAN	PLEKHA1 TAPP1
9606.ENSP00000357998	Q9UGP8	SEC63_HUMAN	SEC63 SEC63L
9606.ENSP00000358016	Q8N228	SCML4_HUMAN	SCML4
9606.ENSP00000358059	Q8WWV3	RT4I1_HUMAN	RTN4IP1 NIMP
9606.ENSP00000358071	Q9Y6Y8	S23IP_HUMAN	SEC23IP MSTP053
9606.ENSP00000358072	Q9H1Y0	ATG5_HUMAN	ATG5 APG5L ASP
9606.ENSP00000358089	Q01085	TIAR_HUMAN	TIAL1
